,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
3100,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803004,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),0.075 MG/L,0.060 MG/L,2013-01-01,2013-03-31,9818015,2014-10-01,RETURN TO COMPLIANCE,89.0,638.0,-549.0,0
3101,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803005,"MCL,  AVERAGE",TTHM,0.089 MG/L,0.080 MG/L,2013-01-01,2013-03-31,9818015,2014-10-01,RETURN TO COMPLIANCE,89.0,638.0,-549.0,0
3102,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803005,"MCL,  AVERAGE",TTHM,0.089 MG/L,0.080 MG/L,2013-01-01,2013-03-31,9818009,2013-03-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,65.0,24.0,0
3103,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803006,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),0.078 MG/L,0.060 MG/L,2013-04-01,2013-06-30,9818015,2014-10-01,RETURN TO COMPLIANCE,90.0,548.0,-458.0,4
3104,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803006,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),0.078 MG/L,0.060 MG/L,2013-04-01,2013-06-30,9818010,2013-04-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,22.0,68.0,4
3105,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803007,"MCL,  AVERAGE",TTHM,0.090 MG/L,0.080 MG/L,2013-04-01,2013-06-30,9818015,2014-10-01,RETURN TO COMPLIANCE,90.0,548.0,-458.0,4
3106,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803007,"MCL,  AVERAGE",TTHM,0.090 MG/L,0.080 MG/L,2013-04-01,2013-06-30,9818010,2013-04-23,FORMAL ENFORCEMENT ACTION ISSUED,90.0,22.0,68.0,4
3107,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803010,"MCL,  AVERAGE",TTHM,0.082 MG/L,0.080 MG/L,2014-07-01,2014-09-30,9818013,2015-05-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,309.0,-218.0,8
3108,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803010,"MCL,  AVERAGE",TTHM,0.082 MG/L,0.080 MG/L,2014-07-01,2014-09-30,9818014,2016-01-01,RETURN TO COMPLIANCE,91.0,549.0,-458.0,8
3109,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803011,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.072 MG/L,0.060 MG/L,2015-01-01,2015-03-31,9818014,2016-01-01,RETURN TO COMPLIANCE,89.0,365.0,-276.0,10
3110,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803011,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.072 MG/L,0.060 MG/L,2015-01-01,2015-03-31,9818013,2015-05-06,FORMAL ENFORCEMENT ACTION ISSUED,89.0,125.0,-36.0,10
3111,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803012,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.062 MG/L,0.060 MG/L,2015-07-01,2015-09-30,9818013,2015-05-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-56.0,147.0,12
3112,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803012,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.062 MG/L,0.060 MG/L,2015-07-01,2015-09-30,9818014,2016-01-01,RETURN TO COMPLIANCE,91.0,184.0,-93.0,12
3113,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803013,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0787 MG/L,0.060 MG/L,2015-10-01,2015-12-31,9818013,2015-05-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-148.0,239.0,14
3114,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,FREESTONE,SONOMA,95472,COMMUNITY,90,26,DISTRICT 18 - SONOMA,9803013,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0787 MG/L,0.060 MG/L,2015-10-01,2015-12-31,9818014,2016-01-01,RETURN TO COMPLIANCE,91.0,92.0,-1.0,14
3115,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218034,"MCL,  AVERAGE",ARSENIC,.01320000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1249.0,-1159.0,0
3116,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218034,"MCL,  AVERAGE",ARSENIC,.01320000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1096.0,1186.0,0
3117,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218034,"MCL,  AVERAGE",ARSENIC,.01320000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,2593.0,-2503.0,0
3118,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218035,"MCL,  AVERAGE",ARSENIC,.01170000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1158.0,-1068.0,3
3119,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218035,"MCL,  AVERAGE",ARSENIC,.01170000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1187.0,1277.0,3
3120,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,1218035,"MCL,  AVERAGE",ARSENIC,.01170000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,2502.0,-2412.0,3
3121,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803010,"MCL,  AVERAGE",ARSENIC,.010725 MG/L,,2012-10-01,2012-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,975.0,-884.0,6
3122,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803010,"MCL,  AVERAGE",ARSENIC,.010725 MG/L,,2012-10-01,2012-12-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1370.0,1461.0,6
3123,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803010,"MCL,  AVERAGE",ARSENIC,.010725 MG/L,,2012-10-01,2012-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,2319.0,-2228.0,6
3124,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803011,"MCL,  AVERAGE",ARSENIC,10.97 UG/L,,2013-01-01,2013-03-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1462.0,1551.0,9
3125,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803011,"MCL,  AVERAGE",ARSENIC,10.97 UG/L,,2013-01-01,2013-03-31,9818029,2019-02-06,RETURN TO COMPLIANCE,89.0,2227.0,-2138.0,9
3126,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803011,"MCL,  AVERAGE",ARSENIC,10.97 UG/L,,2013-01-01,2013-03-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,89.0,883.0,-794.0,9
3127,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803012,"MCL,  AVERAGE",ARSENIC,.0101875 MG/L,,2013-04-01,2013-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,2137.0,-2047.0,12
3128,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803012,"MCL,  AVERAGE",ARSENIC,.0101875 MG/L,,2013-04-01,2013-06-30,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1552.0,1642.0,12
3129,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803012,"MCL,  AVERAGE",ARSENIC,.0101875 MG/L,,2013-04-01,2013-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,793.0,-703.0,12
3130,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803013,"MCL,  AVERAGE",ARSENIC,10.74 UG/L,,2013-07-01,2013-09-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,702.0,-611.0,15
3131,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803013,"MCL,  AVERAGE",ARSENIC,10.74 UG/L,,2013-07-01,2013-09-30,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1643.0,1734.0,15
3132,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803013,"MCL,  AVERAGE",ARSENIC,10.74 UG/L,,2013-07-01,2013-09-30,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,2046.0,-1955.0,15
3133,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803014,"MCL,  AVERAGE",ARSENIC,11.76 UG/L,,2013-10-01,2013-12-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1735.0,1826.0,18
3134,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803014,"MCL,  AVERAGE",ARSENIC,11.76 UG/L,,2013-10-01,2013-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,1954.0,-1863.0,18
3135,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803014,"MCL,  AVERAGE",ARSENIC,11.76 UG/L,,2013-10-01,2013-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,610.0,-519.0,18
3136,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803015,"MCL,  AVERAGE",ARSENIC,12.4 UG/L,,2014-01-01,2014-03-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1827.0,1916.0,21
3137,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803015,"MCL,  AVERAGE",ARSENIC,12.4 UG/L,,2014-01-01,2014-03-31,9818029,2019-02-06,RETURN TO COMPLIANCE,89.0,1862.0,-1773.0,21
3138,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803015,"MCL,  AVERAGE",ARSENIC,12.4 UG/L,,2014-01-01,2014-03-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,89.0,518.0,-429.0,21
3139,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803016,"MCL,  AVERAGE",ARSENIC,14.75 UG/L,,2014-04-01,2014-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,428.0,-338.0,24
3140,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803016,"MCL,  AVERAGE",ARSENIC,14.75 UG/L,,2014-04-01,2014-06-30,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1917.0,2007.0,24
3141,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803016,"MCL,  AVERAGE",ARSENIC,14.75 UG/L,,2014-04-01,2014-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,1772.0,-1682.0,24
3142,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803017,"MCL,  AVERAGE",ARSENIC,0.0135 MG/L,0.010 MG/L,2014-07-01,2014-09-30,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,1681.0,-1590.0,27
3143,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803017,"MCL,  AVERAGE",ARSENIC,0.0135 MG/L,0.010 MG/L,2014-07-01,2014-09-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,337.0,-246.0,27
3144,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803017,"MCL,  AVERAGE",ARSENIC,0.0135 MG/L,0.010 MG/L,2014-07-01,2014-09-30,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2008.0,2099.0,27
3145,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803018,"MCL,  AVERAGE",ARSENIC,0.01525 MG/L,0.010 MG/L,2014-10-01,2014-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,245.0,-154.0,30
3146,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803018,"MCL,  AVERAGE",ARSENIC,0.01525 MG/L,0.010 MG/L,2014-10-01,2014-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,1589.0,-1498.0,30
3147,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803018,"MCL,  AVERAGE",ARSENIC,0.01525 MG/L,0.010 MG/L,2014-10-01,2014-12-31,918023,2008-12-31,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2100.0,2191.0,30
3148,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803020,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2015-04-01,2015-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,1407.0,-1317.0,33
3149,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803020,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2015-04-01,2015-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,63.0,27.0,33
3150,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803021,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-07-01,2015-09-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-28.0,119.0,35
3151,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803021,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-07-01,2015-09-30,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,1316.0,-1225.0,35
3152,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803022,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2015-10-01,2015-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,1224.0,-1133.0,37
3153,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803022,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2015-10-01,2015-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-120.0,211.0,37
3154,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803023,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2016-01-01,2016-03-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-212.0,302.0,39
3155,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803023,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2016-01-01,2016-03-31,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,1132.0,-1042.0,39
3156,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803024,"MCL,  AVERAGE",ARSENIC,12.5 UG/L,,2016-04-01,2016-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,1041.0,-951.0,41
3157,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803024,"MCL,  AVERAGE",ARSENIC,12.5 UG/L,,2016-04-01,2016-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-303.0,393.0,41
3158,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803025,"MCL,  AVERAGE",ARSENIC,0.01275 MG/L,0.010 MG/L,2016-07-01,2016-09-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-394.0,485.0,43
3159,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803025,"MCL,  AVERAGE",ARSENIC,0.01275 MG/L,0.010 MG/L,2016-07-01,2016-09-30,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,950.0,-859.0,43
3160,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803026,"MCL,  AVERAGE",ARSENIC,0.01525 MG/L,0.010 MG/L,2016-10-01,2016-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-486.0,577.0,45
3161,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803026,"MCL,  AVERAGE",ARSENIC,0.01525 MG/L,0.010 MG/L,2016-10-01,2016-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,858.0,-767.0,45
3162,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803027,"MCL,  AVERAGE",ARSENIC,0.0165 MG/L,0.010 MG/L,2017-01-01,2017-03-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-578.0,667.0,47
3163,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803027,"MCL,  AVERAGE",ARSENIC,0.0165 MG/L,0.010 MG/L,2017-01-01,2017-03-31,9818029,2019-02-06,RETURN TO COMPLIANCE,89.0,766.0,-677.0,47
3164,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803028,"MCL,  AVERAGE",ARSENIC,0.01675 MG/L,0.010 MG/L,2017-04-01,2017-06-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-668.0,758.0,49
3165,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803028,"MCL,  AVERAGE",ARSENIC,0.01675 MG/L,0.010 MG/L,2017-04-01,2017-06-30,9818029,2019-02-06,RETURN TO COMPLIANCE,90.0,676.0,-586.0,49
3166,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803029,"MCL,  AVERAGE",ARSENIC,0.017 MG/L,0.010 MG/L,2017-07-01,2017-09-30,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-759.0,850.0,51
3167,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803029,"MCL,  AVERAGE",ARSENIC,0.017 MG/L,0.010 MG/L,2017-07-01,2017-09-30,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,585.0,-494.0,51
3168,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803030,"MCL,  AVERAGE",ARSENIC,0.0165 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9818029,2019-02-06,RETURN TO COMPLIANCE,91.0,493.0,-402.0,53
3169,CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SANTA ROSA,SONOMA,95404,COMMUNITY,26,12,DISTRICT 18 - SONOMA,9803030,"MCL,  AVERAGE",ARSENIC,0.0165 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9818018,2015-06-03,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-851.0,942.0,53
3170,CA4900584,TIMBER COVE COUNTY WATER DISTRICT,TIMBER COVE,SONOMA,95450,COMMUNITY,215,182,DISTRICT 18 - SONOMA,9703004,"MCL, LRAA",TTHM,0.08475 MG/L,0.080 MG/L,2016-01-01,2016-03-31,9718008,2016-07-01,RETURN TO COMPLIANCE,90.0,182.0,-92.0,0
3171,CA4900584,TIMBER COVE COUNTY WATER DISTRICT,TIMBER COVE,SONOMA,95450,COMMUNITY,215,182,DISTRICT 18 - SONOMA,9703004,"MCL, LRAA",TTHM,0.08475 MG/L,0.080 MG/L,2016-01-01,2016-03-31,9718007,2016-04-21,FORMAL ENFORCEMENT ACTION ISSUED,90.0,111.0,-21.0,0
3172,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718003,"MCL,  AVERAGE",ARSENIC,.0113 MG/L,,2013-01-01,2013-03-31,918006,2015-04-17,RETURN TO COMPLIANCE,89.0,836.0,-747.0,0
3173,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718003,"MCL,  AVERAGE",ARSENIC,.0113 MG/L,,2013-01-01,2013-03-31,918004,2013-06-04,FORMAL ENFORCEMENT ACTION ISSUED,89.0,154.0,-65.0,0
3174,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718004,"MCL,  AVERAGE",ARSENIC,11.75 UG/L,,2013-07-01,2013-09-30,918006,2015-04-17,RETURN TO COMPLIANCE,91.0,655.0,-564.0,2
3175,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718004,"MCL,  AVERAGE",ARSENIC,11.75 UG/L,,2013-07-01,2013-09-30,918004,2013-06-04,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-27.0,118.0,2
